"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","2","H","5","A","113.0","10.330","9.980","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","114.0","10.340","9.990","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","115.0","10.350","10.000","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","116.0","10.360","10.010","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","117.0","10.370","10.020","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","118.0","10.380","10.030","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","119.0","10.390","10.040","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","120.0","10.400","10.050","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","121.0","10.410","10.060","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","122.0","10.420","10.070","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","123.0","10.430","10.080","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","124.0","10.440","10.090","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","125.0","10.450","10.100","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","126.0","10.460","10.110","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","127.0","10.470","10.120","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","128.0","10.480","10.130","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","129.0","10.490","10.140","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","130.0","10.500","10.150","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","131.0","10.510","10.160","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","132.0","10.520","10.170","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","133.0","10.530","10.180","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","134.0","10.540","10.190","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","135.0","10.550","10.200","41.11","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","136.0","10.560","10.210","41.11","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","137.0","10.570","10.220","41.11","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","138.0","10.580","10.230","39.83","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","139.0","10.590","10.240","38.54","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","140.0","10.600","10.250","37.26","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","141.0","10.610","10.260","35.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","142.0","10.620","10.270","35.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","143.0","10.630","10.280","35.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","144.0","10.640","10.290","34.69","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","145.0","10.650","10.300","34.69","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","146.0","10.660","10.310","34.69","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","147.0","10.670","10.320","34.69","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","148.0","10.680","10.330","34.69","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","149.0","10.690","10.340","21.84","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","2.0","10.720","10.370","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","3.0","10.730","10.380","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","4.0","10.740","10.390","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","5.0","10.750","10.400","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","6.0","10.760","10.410","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","7.0","10.770","10.420","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","8.0","10.780","10.430","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","9.0","10.790","10.440","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","10.0","10.800","10.450","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","11.0","10.810","10.460","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","12.0","10.820","10.470","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","13.0","10.830","10.480","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","14.0","10.840","10.490","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","15.0","10.850","10.500","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","16.0","10.860","10.510","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","17.0","10.870","10.520","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","18.0","10.880","10.530","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","19.0","10.890","10.540","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","20.0","10.900","10.550","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","21.0","10.910","10.560","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","22.0","10.920","10.570","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","23.0","10.930","10.580","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","24.0","10.940","10.590","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","25.0","10.950","10.600","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","26.0","10.960","10.610","32.12","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","27.0","10.970","10.620","33.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","28.0","10.980","10.630","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","29.0","10.990","10.640","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","30.0","11.000","10.650","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","31.0","11.010","10.660","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","32.0","11.020","10.670","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","33.0","11.030","10.680","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","34.0","11.040","10.690","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","35.0","11.050","10.700","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","36.0","11.060","10.710","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","37.0","11.070","10.720","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","38.0","11.080","10.730","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","39.0","11.090","10.740","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","40.0","11.100","10.750","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","41.0","11.110","10.760","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","42.0","11.120","10.770","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","43.0","11.130","10.780","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","44.0","11.140","10.790","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","45.0","11.150","10.800","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","46.0","11.160","10.810","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","47.0","11.170","10.820","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","48.0","11.180","10.830","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","49.0","11.190","10.840","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","50.0","11.200","10.850","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","51.0","11.210","10.860","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","52.0","11.220","10.870","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","53.0","11.230","10.880","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","54.0","11.240","10.890","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","55.0","11.250","10.900","43.68","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","56.0","11.260","10.910","43.68","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","57.0","11.270","10.920","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","58.0","11.280","10.930","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","59.0","11.290","10.940","43.68","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","60.0","11.300","10.950","43.68","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","61.0","11.310","10.960","43.68","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","62.0","11.320","10.970","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","63.0","11.330","10.980","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","64.0","11.340","10.990","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","65.0","11.350","11.000","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","66.0","11.360","11.010","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","67.0","11.370","11.020","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","68.0","11.380","11.030","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","69.0","11.390","11.040","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","70.0","11.400","11.050","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","71.0","11.410","11.060","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","72.0","11.420","11.070","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","73.0","11.430","11.080","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","74.0","11.440","11.090","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","75.0","11.450","11.100","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","76.0","11.460","11.110","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","77.0","11.470","11.120","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","78.0","11.480","11.130","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","79.0","11.490","11.140","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","80.0","11.500","11.150","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","81.0","11.510","11.160","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","82.0","11.520","11.170","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","83.0","11.530","11.180","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","84.0","11.540","11.190","43.68","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","85.0","11.550","11.200","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","86.0","11.560","11.210","42.40","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","87.0","11.570","11.220","41.11","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","88.0","11.580","11.230","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","89.0","11.590","11.240","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","90.0","11.600","11.250","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","91.0","11.610","11.260","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","92.0","11.620","11.270","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","93.0","11.630","11.280","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","94.0","11.640","11.290","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","95.0","11.650","11.300","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","96.0","11.660","11.310","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","97.0","11.670","11.320","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","98.0","11.680","11.330","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","99.0","11.690","11.340","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","100.0","11.700","11.350","39.83","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","101.0","11.710","11.360","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","102.0","11.720","11.370","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","103.0","11.730","11.380","38.54","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","104.0","11.740","11.390","35.97","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","105.0","11.750","11.400","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","106.0","11.760","11.410","35.97","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","107.0","11.770","11.420","35.97","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","108.0","11.780","11.430","34.69","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","109.0","11.790","11.440","35.97","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","110.0","11.800","11.450","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
"361","U1474","F","2","H","6","A","111.0","11.810","11.460","37.26","2016-02-16 21:15:25","MS2K-121","SHMSL","SHLF7638291","95497441","Auto-Log Split Section"
