"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","2","H","4","A","94.0","8.640","8.290","62.95","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","95.0","8.650","8.300","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","96.0","8.660","8.310","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","97.0","8.670","8.320","60.38","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","98.0","8.680","8.330","60.38","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","99.0","8.690","8.340","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","100.0","8.700","8.350","57.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","101.0","8.710","8.360","59.10","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","102.0","8.720","8.370","59.10","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","103.0","8.730","8.380","52.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","104.0","8.740","8.390","57.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","105.0","8.750","8.400","59.10","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","106.0","8.760","8.410","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","107.0","8.770","8.420","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","108.0","8.780","8.430","62.95","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","109.0","8.790","8.440","62.95","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","110.0","8.800","8.450","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","111.0","8.810","8.460","62.95","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","112.0","8.820","8.470","64.24","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","113.0","8.830","8.480","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","114.0","8.840","8.490","56.53","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","115.0","8.850","8.500","47.53","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","116.0","8.860","8.510","52.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","117.0","8.870","8.520","60.38","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","118.0","8.880","8.530","62.95","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","119.0","8.890","8.540","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","120.0","8.900","8.550","64.24","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","121.0","8.910","8.560","64.24","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","122.0","8.920","8.570","61.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","123.0","8.930","8.580","57.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","124.0","8.940","8.590","56.53","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","125.0","8.950","8.600","56.53","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","126.0","8.960","8.610","53.96","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","127.0","8.970","8.620","52.67","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","128.0","8.980","8.630","50.10","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","129.0","8.990","8.640","47.53","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","130.0","9.000","8.650","48.82","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","131.0","9.010","8.660","53.96","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","132.0","9.020","8.670","57.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","133.0","9.030","8.680","56.53","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","134.0","9.040","8.690","70.66","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","135.0","9.050","8.700","71.94","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","136.0","9.060","8.710","68.09","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","137.0","9.070","8.720","69.37","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","138.0","9.080","8.730","68.09","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","139.0","9.090","8.740","68.09","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","140.0","9.100","8.750","68.09","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","141.0","9.110","8.760","68.09","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","142.0","9.120","8.770","66.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","143.0","9.130","8.780","65.52","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","144.0","9.140","8.790","66.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","145.0","9.150","8.800","65.52","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","146.0","9.160","8.810","66.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","147.0","9.170","8.820","66.81","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","148.0","9.180","8.830","65.52","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","4","A","149.0","9.190","8.840","25.69","2016-02-16 20:53:21","MS2K-121","SHMSL","SHLF7638231","95496611","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","2.0","9.220","8.870","65.52","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","3.0","9.230","8.880","61.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","4.0","9.240","8.890","61.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","5.0","9.250","8.900","60.38","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","6.0","9.260","8.910","56.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","7.0","9.270","8.920","56.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","8.0","9.280","8.930","59.10","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","9.0","9.290","8.940","55.24","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","10.0","9.300","8.950","51.39","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","11.0","9.310","8.960","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","12.0","9.320","8.970","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","13.0","9.330","8.980","50.10","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","14.0","9.340","8.990","51.39","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","15.0","9.350","9.000","52.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","16.0","9.360","9.010","51.39","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","17.0","9.370","9.020","52.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","18.0","9.380","9.030","57.81","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","19.0","9.390","9.040","56.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","20.0","9.400","9.050","55.24","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","21.0","9.410","9.060","55.24","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","22.0","9.420","9.070","55.24","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","23.0","9.430","9.080","56.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","24.0","9.440","9.090","57.81","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","25.0","9.450","9.100","55.24","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","26.0","9.460","9.110","53.96","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","27.0","9.470","9.120","57.81","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","28.0","9.480","9.130","56.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","29.0","9.490","9.140","56.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","30.0","9.500","9.150","57.81","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","31.0","9.510","9.160","57.81","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","32.0","9.520","9.170","57.81","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","33.0","9.530","9.180","53.96","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","34.0","9.540","9.190","52.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","35.0","9.550","9.200","50.10","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","36.0","9.560","9.210","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","37.0","9.570","9.220","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","38.0","9.580","9.230","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","39.0","9.590","9.240","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","40.0","9.600","9.250","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","41.0","9.610","9.260","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","42.0","9.620","9.270","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","43.0","9.630","9.280","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","44.0","9.640","9.290","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","45.0","9.650","9.300","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","46.0","9.660","9.310","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","47.0","9.670","9.320","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","48.0","9.680","9.330","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","49.0","9.690","9.340","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","50.0","9.700","9.350","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","51.0","9.710","9.360","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","52.0","9.720","9.370","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","53.0","9.730","9.380","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","54.0","9.740","9.390","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","55.0","9.750","9.400","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","56.0","9.760","9.410","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","57.0","9.770","9.420","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","58.0","9.780","9.430","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","59.0","9.790","9.440","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","60.0","9.800","9.450","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","61.0","9.810","9.460","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","62.0","9.820","9.470","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","63.0","9.830","9.480","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","64.0","9.840","9.490","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","65.0","9.850","9.500","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","66.0","9.860","9.510","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","67.0","9.870","9.520","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","68.0","9.880","9.530","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","69.0","9.890","9.540","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","70.0","9.900","9.550","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","71.0","9.910","9.560","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","72.0","9.920","9.570","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","73.0","9.930","9.580","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","74.0","9.940","9.590","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","75.0","9.950","9.600","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","76.0","9.960","9.610","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","77.0","9.970","9.620","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","78.0","9.980","9.630","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","79.0","9.990","9.640","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","80.0","10.000","9.650","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","81.0","10.010","9.660","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","82.0","10.020","9.670","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","83.0","10.030","9.680","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","84.0","10.040","9.690","42.40","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","85.0","10.050","9.700","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","86.0","10.060","9.710","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","87.0","10.070","9.720","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","88.0","10.080","9.730","43.68","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","89.0","10.090","9.740","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","90.0","10.100","9.750","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","91.0","10.110","9.760","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","92.0","10.120","9.770","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","93.0","10.130","9.780","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","94.0","10.140","9.790","50.10","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","95.0","10.150","9.800","50.10","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","96.0","10.160","9.810","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","97.0","10.170","9.820","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","98.0","10.180","9.830","51.39","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","99.0","10.190","9.840","51.39","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","100.0","10.200","9.850","52.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","101.0","10.210","9.860","52.67","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","102.0","10.220","9.870","48.82","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","103.0","10.230","9.880","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","104.0","10.240","9.890","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","105.0","10.250","9.900","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","106.0","10.260","9.910","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","107.0","10.270","9.920","44.97","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","108.0","10.280","9.930","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","109.0","10.290","9.940","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","110.0","10.300","9.950","46.25","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","111.0","10.310","9.960","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
"361","U1474","F","2","H","5","A","112.0","10.320","9.970","47.53","2016-02-16 21:05:43","MS2K-121","SHMSL","SHLF7638261","95496831","Auto-Log Split Section"
