"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","R","G","B","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","2","H","3","A","41.21","6.612","6.262","58.8","58.2","50.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","41.71","6.617","6.267","55.5","54.8","47.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","42.21","6.622","6.272","57.5","56.6","48.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","42.71","6.627","6.277","56.8","55.9","48.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","43.21","6.632","6.282","60.6","59.9","51.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","43.71","6.637","6.287","61.4","60.7","52.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","44.21","6.642","6.292","59.8","59.2","51.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","44.71","6.647","6.297","56.1","55.3","47.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","45.21","6.652","6.302","58.5","57.7","49.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","45.71","6.657","6.307","59.9","59.0","50.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","46.21","6.662","6.312","60.6","59.5","50.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","46.71","6.667","6.317","62.5","61.4","52.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","47.21","6.672","6.322","60.7","59.8","51.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","47.71","6.677","6.327","62.3","61.5","52.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","48.21","6.682","6.332","62.3","61.2","52.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","48.71","6.687","6.337","46.0","45.3","39.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","49.21","6.692","6.342","55.8","54.6","46.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","49.71","6.697","6.347","62.8","61.7","52.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","50.21","6.702","6.352","62.8","62.0","54.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","50.71","6.707","6.357","64.2","63.4","54.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","51.21","6.712","6.362","63.2","62.4","53.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","51.71","6.717","6.367","64.4","63.6","54.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","52.21","6.722","6.372","67.5","66.8","57.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","52.71","6.727","6.377","67.0","66.1","57.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","53.21","6.732","6.382","64.6","64.0","55.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","53.71","6.737","6.387","66.5","65.6","56.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","54.21","6.742","6.392","68.1","67.4","57.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","54.71","6.747","6.397","69.0","68.3","58.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","55.21","6.752","6.402","67.7","66.8","56.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","55.71","6.757","6.407","65.9","64.8","54.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","56.21","6.762","6.412","64.9","63.9","53.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","56.71","6.767","6.417","66.2","65.2","54.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","57.21","6.772","6.422","66.4","65.3","55.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","57.71","6.777","6.427","65.7","64.6","54.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","58.21","6.782","6.432","69.1","68.0","56.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","58.71","6.787","6.437","66.5","65.4","54.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","59.21","6.792","6.442","64.3","63.3","53.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","59.71","6.797","6.447","68.6","67.5","56.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","60.21","6.802","6.452","67.2","66.0","55.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","60.71","6.807","6.457","69.4","68.2","57.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","61.21","6.812","6.462","70.9","69.8","58.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","61.71","6.817","6.467","72.2","71.4","60.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","62.21","6.822","6.472","75.3","74.6","62.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","62.71","6.827","6.477","76.3","75.7","63.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","63.21","6.832","6.482","79.6","79.3","67.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","63.71","6.837","6.487","77.9","77.6","66.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","64.21","6.842","6.492","76.2","76.0","65.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","64.71","6.847","6.497","77.7","77.6","66.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","65.21","6.852","6.502","78.5","78.2","66.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","65.71","6.857","6.507","75.6","75.2","63.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","66.21","6.862","6.512","76.7","76.4","64.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","66.71","6.867","6.517","76.9","76.8","64.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","67.21","6.872","6.522","75.5","75.2","62.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","67.71","6.877","6.527","75.0","74.6","62.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","68.21","6.882","6.532","73.1","72.5","62.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","68.71","6.887","6.537","73.5","73.1","62.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","69.21","6.892","6.542","79.2","79.1","67.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","69.71","6.897","6.547","80.4","80.0","68.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","70.21","6.902","6.552","76.7","76.4","64.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","70.71","6.907","6.557","76.3","76.1","63.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","71.21","6.912","6.562","75.9","75.5","63.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","71.71","6.917","6.567","71.6","71.1","60.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","72.21","6.922","6.572","70.6","70.3","59.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","72.71","6.927","6.577","72.6","72.6","61.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","73.21","6.932","6.582","71.7","71.9","60.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","73.71","6.937","6.587","75.3","75.8","64.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","74.21","6.942","6.592","74.5","74.7","63.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","74.71","6.947","6.597","73.4","73.8","62.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","75.21","6.952","6.602","71.7","72.0","60.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","75.71","6.957","6.607","72.5","72.8","61.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","76.21","6.962","6.612","72.1","72.2","60.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","76.71","6.967","6.617","69.5","69.5","58.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","77.21","6.972","6.622","69.3","69.2","58.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","77.71","6.977","6.627","69.3","69.0","58.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","78.21","6.982","6.632","67.1","66.6","55.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","78.71","6.987","6.637","68.6","68.3","57.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","79.21","6.992","6.642","67.5","66.9","56.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","79.71","6.997","6.647","68.1","67.6","57.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","80.21","7.002","6.652","69.6","69.2","58.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","80.71","7.007","6.657","70.3","70.0","59.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","81.21","7.012","6.662","67.8","67.3","56.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","81.71","7.017","6.667","65.0","64.5","54.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","82.21","7.022","6.672","67.8","67.4","57.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","82.71","7.027","6.677","70.2","70.0","59.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","83.21","7.032","6.682","67.8","67.5","57.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","83.71","7.037","6.687","67.7","67.5","57.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","84.21","7.042","6.692","69.2","69.1","58.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","84.71","7.047","6.697","69.8","69.5","58.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","85.21","7.052","6.702","69.6","69.3","58.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","85.71","7.057","6.707","66.1","65.6","54.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","86.21","7.062","6.712","66.7","66.4","55.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","86.71","7.067","6.717","65.9","65.6","54.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","87.21","7.072","6.722","66.8","66.5","55.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","87.71","7.077","6.727","64.2","63.7","53.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","88.21","7.082","6.732","65.0","64.6","54.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","88.71","7.087","6.737","66.2","66.0","55.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","89.21","7.092","6.742","65.3","65.2","54.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","89.71","7.097","6.747","68.1","68.2","57.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","90.21","7.102","6.752","67.9","68.0","57.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","90.71","7.107","6.757","66.1","66.5","55.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","91.21","7.112","6.762","63.4","64.2","53.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","91.71","7.117","6.767","63.5","64.4","54.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","92.21","7.122","6.772","63.1","63.5","53.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","92.71","7.127","6.777","65.5","65.7","55.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","93.21","7.132","6.782","64.4","64.3","54.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","93.71","7.137","6.787","62.2","61.8","52.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","94.21","7.142","6.792","61.1","60.6","50.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","94.71","7.147","6.797","61.4","60.8","50.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","95.21","7.152","6.802","61.1","60.6","50.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","95.71","7.157","6.807","64.6","64.2","54.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","96.21","7.162","6.812","64.9","64.7","55.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","96.71","7.167","6.817","62.7","62.4","52.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","97.21","7.172","6.822","61.8","61.4","51.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","97.71","7.177","6.827","61.6","61.1","51.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","98.21","7.182","6.832","60.6","60.3","51.2","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","98.71","7.187","6.837","63.6","63.2","54.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","99.21","7.192","6.842","63.4","63.2","54.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","99.71","7.197","6.847","63.5","63.3","54.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","100.21","7.202","6.852","62.8","62.6","54.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","100.71","7.207","6.857","61.2","61.1","52.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","101.21","7.212","6.862","60.7","60.4","51.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","101.71","7.217","6.867","61.2","60.6","52.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","102.21","7.222","6.872","61.6","61.0","52.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","102.71","7.227","6.877","62.6","62.1","54.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","103.21","7.232","6.882","62.6","62.0","53.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","103.71","7.237","6.887","62.2","61.5","53.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","104.21","7.242","6.892","60.2","59.5","51.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","104.71","7.247","6.897","60.5","59.7","51.7","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","105.21","7.252","6.902","58.6","57.5","49.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","105.71","7.257","6.907","59.8","59.1","51.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","106.21","7.262","6.912","60.7","59.9","51.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","106.71","7.267","6.917","61.3","60.6","52.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","107.21","7.272","6.922","59.8","59.4","51.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","107.71","7.277","6.927","57.8","57.2","48.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","108.21","7.282","6.932","59.2","58.5","50.6","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","108.71","7.287","6.937","57.9","57.2","49.8","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","109.21","7.292","6.942","56.6","55.7","48.1","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","109.71","7.297","6.947","54.0","53.1","45.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","110.21","7.302","6.952","53.3","52.4","44.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","110.71","7.307","6.957","54.2","53.4","45.4","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","111.21","7.312","6.962","54.5","53.4","45.3","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","111.71","7.317","6.967","56.3","55.4","48.0","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","112.21","7.322","6.972","55.1","54.3","47.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","112.71","7.327","6.977","40.0","40.0","33.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","113.21","7.332","6.982","28.5","29.1","24.5","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
"361","U1474","F","2","H","3","A","113.71","7.337","6.987","30.0","30.8","25.9","2016-02-16 18:59:59","CV-L107C-L170542B","SHIL","SHLF7638201","95485971","Auto-Log Split Section"
