"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","R","G","B","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","1","H","2","A","77.23","2.272","2.272","64.1","63.3","54.2","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","77.73","2.277","2.277","64.3","63.6","54.6","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","78.23","2.282","2.282","62.5","61.9","53.0","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","78.73","2.287","2.287","62.1","61.6","52.9","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","79.23","2.292","2.292","60.0","59.3","51.9","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","79.73","2.297","2.297","60.5","59.8","51.9","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","80.23","2.302","2.302","62.6","62.0","53.7","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","80.73","2.307","2.307","63.0","62.4","54.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","81.23","2.312","2.312","63.1","62.5","54.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","81.73","2.317","2.317","64.1","63.5","55.1","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","82.23","2.322","2.322","64.5","63.9","55.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","82.73","2.327","2.327","67.1","66.5","58.0","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","83.23","2.332","2.332","69.9","69.4","61.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","83.73","2.337","2.337","65.2","64.7","56.1","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","84.23","2.342","2.342","66.4","65.8","56.6","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","84.73","2.347","2.347","67.0","66.3","57.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","85.23","2.352","2.352","65.8","65.1","56.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","85.73","2.357","2.357","66.4","65.7","57.0","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","86.23","2.362","2.362","67.0","66.4","57.9","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","86.73","2.367","2.367","62.2","61.5","54.3","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","87.23","2.372","2.372","63.6","63.0","55.7","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","87.73","2.377","2.377","62.3","61.7","53.9","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","88.23","2.382","2.382","47.9","47.5","42.6","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","88.73","2.387","2.387","54.7","54.1","46.6","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","89.23","2.392","2.392","62.1","61.5","52.7","2016-02-16 17:35:34","CV-L107C-L170542B","SHIL","SHLF7638041","95479161","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","74.69","2.247","2.399","68.9","66.3","55.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","75.19","2.252","2.404","69.2","66.4","55.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","75.69","2.257","2.409","70.1","67.5","57.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","76.19","2.262","2.414","68.7","66.0","55.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","76.69","2.267","2.419","69.0","66.2","55.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","77.19","2.272","2.424","68.9","66.2","56.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","77.69","2.277","2.429","53.4","52.4","48.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","78.19","2.282","2.434","37.8","36.8","32.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","78.69","2.287","2.439","41.0","38.9","32.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","79.19","2.292","2.444","71.5","68.3","57.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","79.69","2.297","2.449","70.3","67.5","57.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","80.19","2.302","2.454","71.3","68.6","58.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","80.69","2.307","2.459","70.9","67.9","57.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","81.19","2.312","2.464","71.8","68.7","57.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","81.69","2.317","2.469","73.1","69.8","58.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","82.19","2.322","2.474","73.5","70.1","58.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","82.69","2.327","2.479","73.6","69.8","57.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","83.19","2.332","2.484","75.6","72.1","60.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","83.69","2.337","2.489","74.5","71.2","59.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","84.19","2.342","2.494","72.7","69.5","58.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","84.69","2.347","2.499","79.5","76.2","63.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","85.19","2.352","2.504","81.8","78.4","65.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","85.69","2.357","2.509","81.1","77.4","63.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","86.19","2.362","2.514","82.6","79.5","67.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","86.69","2.367","2.519","76.9","73.6","61.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","87.19","2.372","2.524","77.3","74.1","62.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","87.69","2.377","2.529","77.6","74.4","62.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","88.19","2.382","2.534","77.7","74.6","62.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","88.69","2.387","2.539","77.4","74.4","62.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","89.19","2.392","2.544","79.7","76.7","64.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","89.69","2.397","2.549","76.9","73.9","62.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","90.19","2.402","2.554","81.4","78.0","64.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","90.69","2.407","2.559","81.8","78.7","66.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","91.19","2.412","2.564","81.4","78.0","64.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","91.69","2.417","2.569","81.6","78.6","65.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","92.19","2.422","2.574","80.0","76.6","63.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","92.69","2.427","2.579","83.5","80.6","67.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","93.19","2.432","2.584","84.1","81.2","68.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","93.69","2.437","2.589","82.0","79.1","66.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","94.19","2.442","2.594","80.5","77.6","65.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","94.69","2.447","2.599","80.1","76.9","64.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","95.19","2.452","2.604","82.6","79.2","66.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","95.69","2.457","2.609","81.0","77.5","64.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","96.19","2.462","2.614","81.1","77.8","65.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","96.69","2.467","2.619","82.6","78.9","65.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","97.19","2.472","2.624","81.6","78.0","64.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","97.69","2.477","2.629","79.3","75.6","62.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","98.19","2.482","2.634","79.7","76.4","63.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","98.69","2.487","2.639","78.2","74.6","61.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","99.19","2.492","2.644","77.2","74.1","62.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","99.69","2.497","2.649","76.3","72.5","59.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","100.19","2.502","2.654","76.8","72.9","59.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","100.69","2.507","2.659","77.3","73.7","60.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","101.19","2.512","2.664","76.8","73.4","61.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","101.69","2.517","2.669","77.9","74.5","62.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","102.19","2.522","2.674","78.1","74.8","62.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","102.69","2.527","2.679","75.6","72.3","60.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","103.19","2.532","2.684","73.7","70.5","58.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","103.69","2.537","2.689","71.8","68.7","56.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","104.19","2.542","2.694","71.9","68.9","56.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","104.69","2.547","2.699","73.7","70.7","58.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","105.19","2.552","2.704","72.7","69.8","58.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","105.69","2.557","2.709","73.7","70.8","58.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","106.19","2.562","2.714","72.2","69.3","57.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","106.69","2.567","2.719","69.4","66.2","54.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","107.19","2.572","2.724","74.9","72.0","59.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","107.69","2.577","2.729","74.0","71.1","59.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","108.19","2.582","2.734","74.6","71.8","60.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","108.69","2.587","2.739","71.6","68.2","56.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","109.19","2.592","2.744","75.1","72.0","60.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","109.69","2.597","2.749","74.8","72.0","60.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","110.19","2.602","2.754","74.6","71.7","60.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","110.69","2.607","2.759","75.6","72.6","61.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","111.19","2.612","2.764","75.6","72.3","60.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","111.69","2.617","2.769","73.8","70.7","58.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","112.19","2.622","2.774","73.0","70.1","58.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","112.69","2.627","2.779","72.1","69.0","57.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","113.19","2.632","2.784","74.9","72.1","60.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","113.69","2.637","2.789","73.8","70.9","58.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","114.19","2.642","2.794","73.6","70.6","58.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","114.69","2.647","2.799","72.7","69.5","56.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","115.19","2.652","2.804","73.5","70.7","58.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","115.69","2.657","2.809","70.5","67.9","55.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","116.19","2.662","2.814","70.0","67.8","55.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","116.69","2.667","2.819","71.1","69.2","57.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","117.19","2.672","2.824","69.3","67.7","56.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","117.69","2.677","2.829","58.6","57.0","45.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","118.19","2.682","2.834","61.2","59.2","48.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","118.69","2.687","2.839","67.8","65.2","54.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","119.19","2.692","2.844","68.1","65.6","55.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","119.69","2.697","2.849","67.1","64.5","54.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","120.19","2.702","2.854","69.7","67.0","56.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","120.69","2.707","2.859","68.1","65.8","56.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","121.19","2.712","2.864","68.9","67.2","59.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","121.69","2.717","2.869","66.4","64.8","57.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","122.19","2.722","2.874","69.8","67.9","59.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","122.69","2.727","2.879","70.1","68.4","60.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","123.19","2.732","2.884","69.3","67.4","59.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","123.69","2.737","2.889","67.7","65.5","56.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","124.19","2.742","2.894","67.4","64.7","54.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","124.69","2.747","2.899","66.6","64.0","54.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","125.19","2.752","2.904","64.6","62.1","52.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","125.69","2.757","2.909","65.0","62.3","52.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","126.19","2.762","2.914","63.2","60.6","51.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","126.69","2.767","2.919","62.5","59.8","50.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","127.19","2.772","2.924","63.8","61.0","51.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","127.69","2.777","2.929","62.7","59.7","49.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","128.19","2.782","2.934","63.4","60.5","50.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","128.69","2.787","2.939","66.7","64.3","55.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","129.19","2.792","2.944","62.8","60.7","52.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","129.69","2.797","2.949","62.4","60.1","51.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","130.19","2.802","2.954","64.4","61.9","53.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","130.69","2.807","2.959","63.0","60.5","51.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","131.19","2.812","2.964","65.3","62.6","53.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","131.69","2.817","2.969","64.9","62.6","53.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","132.19","2.822","2.974","65.7","63.7","55.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","132.69","2.827","2.979","63.0","60.9","52.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","133.19","2.832","2.984","63.0","60.8","52.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","133.69","2.837","2.989","63.5","61.1","52.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","134.19","2.842","2.994","64.6","62.4","53.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","134.69","2.847","2.999","62.7","60.4","51.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
