"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","Reflectance L*","Reflectance a*","Reflectance b*","Tristimulus X","Tristimulus Y","Tristimulus Z","Normalized spectral data link","Unnormalized spectral data link","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","1","H","2","A","28.4","1.784","1.784","44.11","2.3","6.2","13.55","13.91","12.41","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","28.6","1.786","1.786","44.2","2.3","6.22","13.61","13.97","12.47","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","28.8","1.788","1.788","44.47","2.33","6.28","13.8","14.17","12.63","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","29.0","1.790","1.790","44.32","2.32","5.95","13.69","14.06","12.65","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","29.2","1.792","1.792","43.78","2.29","5.84","13.33","13.68","12.33","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","29.4","1.794","1.794","43.28","2.28","5.59","13","13.34","12.1","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","29.6","1.796","1.796","42.63","2.25","5.39","12.58","12.91","11.77","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","29.8","1.798","1.798","42.66","2.25","5.44","12.59","12.93","11.76","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","30.0","1.800","1.800","43.74","2.34","5.9","13.31","13.66","12.29","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","30.2","1.802","1.802","44.05","2.31","5.74","13.51","13.87","12.56","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","30.4","1.804","1.804","43.53","2.15","5.54","13.14","13.51","12.28","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","30.6","1.806","1.806","43.36","2.1","5.22","13.02","13.4","12.3","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","30.8","1.808","1.808","43.28","2.15","5.26","12.97","13.34","12.23","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","31.0","1.810","1.810","43.21","2.22","5.36","12.94","13.3","12.15","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","31.2","1.812","1.812","43.55","2.19","5.18","13.16","13.53","12.44","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","31.4","1.814","1.814","44.3","2.24","5.16","13.67","14.05","12.95","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","31.6","1.816","1.816","44.65","2.21","5.89","13.9","14.29","12.9","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","31.8","1.818","1.818","44.7","2.26","6.15","13.94","14.33","12.83","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","32.0","1.820","1.820","44.45","2.28","6.09","13.77","14.15","12.68","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","32.2","1.822","1.822","44.21","2.08","6.29","13.58","13.99","12.45","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","32.4","1.824","1.824","44.27","2.12","6.14","13.63","14.03","12.55","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","32.6","1.826","1.826","44.03","2.12","6.01","13.47","13.86","12.44","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","32.8","1.828","1.828","44.22","2.15","6.12","13.6","13.99","12.52","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","33.0","1.830","1.830","44.24","2.21","5.87","13.62","14.01","12.63","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","33.2","1.832","1.832","43.56","2.16","5.53","13.16","13.53","12.31","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","33.4","1.834","1.834","43.63","2.19","5.15","13.22","13.59","12.5","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","33.6","1.836","1.836","44.1","2.32","5.08","13.54","13.9","12.84","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","33.8","1.838","1.838","43.96","2.25","5.15","13.44","13.81","12.72","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","34.0","1.840","1.840","43.83","2.22","5.35","13.35","13.72","12.56","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","34.2","1.842","1.842","44.05","2.27","5.59","13.5","13.87","12.61","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","34.4","1.844","1.844","44.02","2.29","5.58","13.49","13.85","12.59","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","34.6","1.846","1.846","44.52","2.35","5.84","13.84","14.2","12.83","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","34.8","1.848","1.848","44.4","2.4","5.87","13.76","14.12","12.74","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","35.0","1.850","1.850","44.24","2.36","5.85","13.65","14.01","12.64","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","35.2","1.852","1.852","44.22","2.34","6.08","13.63","13.99","12.54","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","35.4","1.854","1.854","44.34","2.33","6.16","13.71","14.07","12.58","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","35.6","1.856","1.856","44.73","2.35","6.21","13.98","14.35","12.82","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","35.8","1.858","1.858","44.76","2.34","6.28","14","14.37","12.82","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","36.0","1.860","1.860","44.76","2.32","6.27","13.99","14.37","12.82","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","36.2","1.862","1.862","44.67","2.32","6","13.93","14.31","12.87","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","36.4","1.864","1.864","44.8","2.36","5.63","14.03","14.4","13.11","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","36.6","1.866","1.866","44.46","2.36","5.69","13.79","14.16","12.84","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","36.8","1.868","1.868","43.12","2.26","4.88","12.89","13.24","12.27","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","37.0","1.870","1.870","42.19","2.24","4.13","12.29","12.62","11.95","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","37.2","1.872","1.872","44.16","2.44","5.33","13.6","13.95","12.78","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","37.4","1.874","1.874","44.36","2.39","5.54","13.73","14.09","12.84","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","37.6","1.876","1.876","43.7","2.23","4.92","13.27","13.63","12.64","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","37.8","1.878","1.878","43.73","2.33","5.2","13.3","13.65","12.55","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","38.0","1.880","1.880","44.52","2.44","5.52","13.85","14.2","12.96","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","38.2","1.882","1.882","44.37","2.43","5.56","13.74","14.09","12.84","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","38.4","1.884","1.884","44.43","2.34","5.43","13.77","14.14","12.93","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","38.6","1.886","1.886","44.32","2.32","5.34","13.7","14.06","12.89","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","38.8","1.888","1.888","43.84","2.3","5.33","13.37","13.73","12.57","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","39.0","1.890","1.890","43.7","2.22","5.2","13.26","13.63","12.53","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","39.2","1.892","1.892","43.56","2.2","5.08","13.17","13.54","12.48","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","39.4","1.894","1.894","42.54","2.17","5.14","12.5","12.85","11.79","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","39.6","1.896","1.896","42.88","2.23","4.82","12.73","13.07","12.13","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","39.8","1.898","1.898","43.43","2.16","5.23","13.08","13.44","12.34","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","40.0","1.900","1.900","43.01","2.05","5.08","12.79","13.16","12.12","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","40.2","1.902","1.902","42.78","2.05","4.87","12.64","13.01","12.05","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","40.4","1.904","1.904","43.46","2.26","5.24","13.11","13.47","12.36","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","40.6","1.906","1.906","44.33","2.27","5.72","13.7","14.07","12.75","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","40.8","1.908","1.908","45.18","2.28","5.7","14.28","14.67","13.33","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","41.0","1.910","1.910","45.22","2.3","5.76","14.31","14.7","13.34","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","41.2","1.912","1.912","45.52","2.3","5.77","14.52","14.92","13.54","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","41.4","1.914","1.914","45.69","2.29","6.12","14.64","15.04","13.52","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","41.6","1.916","1.916","45.89","2.3","5.81","14.77","15.18","13.78","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","41.8","1.918","1.918","45.74","2.31","5.54","14.67","15.08","13.79","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","42.0","1.920","1.920","45.38","2.27","5.57","14.42","14.82","13.53","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","42.2","1.922","1.922","45.83","2.27","5.88","14.73","15.15","13.72","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","42.4","1.924","1.924","45.99","2.26","6.1","14.84","15.26","13.74","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","42.6","1.926","1.926","45.95","2.25","6.11","14.81","15.23","13.71","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","42.8","1.928","1.928","45.32","2.19","6.14","14.36","14.77","13.25","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","43.0","1.930","1.930","45.12","2.22","6.06","14.23","14.63","13.15","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","43.2","1.932","1.932","45.24","2.2","6.23","14.31","14.72","13.17","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","43.4","1.934","1.934","45.22","2.19","6.12","14.29","14.7","13.2","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","43.6","1.936","1.936","45.18","2.19","5.92","14.26","14.67","13.25","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","43.8","1.938","1.938","45.2","2.19","6.1","14.27","14.68","13.19","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","44.0","1.940","1.940","45.6","2.13","6.03","14.55","14.98","13.49","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","44.2","1.942","1.942","45.07","2.16","5.92","14.18","14.59","13.17","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","44.4","1.944","1.944","45.12","2.14","5.8","14.21","14.63","13.25","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","44.6","1.946","1.946","45.51","2.09","5.72","14.47","14.91","13.56","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","44.8","1.948","1.948","45.29","2.07","5.97","14.32","14.75","13.3","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","45.0","1.950","1.950","45.3","2.13","5.77","14.34","14.76","13.39","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","45.2","1.952","1.952","45.39","2.09","5.72","14.39","14.82","13.47","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","45.4","1.954","1.954","45.19","2.19","5.4","14.27","14.68","13.46","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","45.6","1.956","1.956","44.9","2.19","5.49","14.07","14.47","13.23","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","45.8","1.958","1.958","44.15","2.18","5.44","13.56","13.94","12.74","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","46.0","1.960","1.960","44.32","2.21","5.31","13.68","14.06","12.9","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","46.2","1.962","1.962","44.37","2.16","5.18","13.7","14.09","12.99","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","46.4","1.964","1.964","44.22","2.23","5.22","13.62","13.99","12.87","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","46.6","1.966","1.966","44.26","2.19","5.21","13.64","14.02","12.9","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","46.8","1.968","1.968","44.65","2.21","5.69","13.9","14.29","12.98","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","47.0","1.970","1.970","45.34","2.3","5.99","14.39","14.79","13.33","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","47.2","1.972","1.972","46.11","2.25","5.76","14.93","15.35","13.96","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","47.4","1.974","1.974","46.18","2.27","6.02","14.98","15.4","13.9","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","47.6","1.976","1.976","46.2","2.24","5.75","14.99","15.42","14.03","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","47.8","1.978","1.978","46.37","2.33","5.45","15.13","15.55","14.28","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","48.0","1.980","1.980","46.32","2.31","5.5","15.08","15.5","14.22","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","48.2","1.982","1.982","46.16","2.32","5.8","14.98","15.39","13.98","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","48.4","1.984","1.984","45.84","2.29","5.75","14.74","15.15","13.78","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","48.6","1.986","1.986","45.55","2.27","5.71","14.53","14.94","13.59","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","48.8","1.988","1.988","45.55","2.28","5.54","14.54","14.94","13.66","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","49.0","1.990","1.990","45.68","2.31","5.49","14.63","15.03","13.77","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","49.2","1.992","1.992","45.99","2.3","5.49","14.85","15.26","13.99","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","49.4","1.994","1.994","45.14","2.23","6.06","14.24","14.64","13.17","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","49.6","1.996","1.996","45.06","2.2","5.97","14.18","14.59","13.15","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","49.8","1.998","1.998","44.61","2.18","5.79","13.87","14.26","12.91","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","50.0","2.000","2.000","44.98","2.24","5.85","14.13","14.53","13.14","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","50.2","2.002","2.002","45.51","2.22","6.17","14.5","14.91","13.38","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","50.4","2.004","2.004","45.7","2.25","6.37","14.63","15.05","13.43","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","50.6","2.006","2.006","45.65","2.17","6.52","14.59","15.01","13.33","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","50.8","2.008","2.008","45.46","2.16","6.55","14.45","14.88","13.19","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","51.0","2.010","2.010","45.44","2.09","6.11","14.43","14.86","13.35","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","51.2","2.012","2.012","45.22","2.1","6","14.27","14.7","13.24","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","51.4","2.014","2.014","45.38","2.19","6.07","14.4","14.81","13.33","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","51.6","2.016","2.016","45.64","2.18","5.88","14.58","15","13.58","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","51.8","2.018","2.018","45.51","2.22","5.9","14.5","14.91","13.48","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","52.0","2.020","2.020","45.42","2.27","6.01","14.44","14.84","13.37","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","52.2","2.022","2.022","45.21","2.26","5.84","14.3","14.69","13.3","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","52.4","2.024","2.024","45.08","2.21","5.78","14.19","14.6","13.23","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","52.6","2.026","2.026","44.94","2.14","5.82","14.09","14.5","13.12","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","52.8","2.028","2.028","45.03","2.16","5.62","14.15","14.56","13.26","","","2016-02-21 14:31:06","USB4000-VIS-RF52054","SHMSL","SHLF7638041","95755911","Auto-Log Split Section"
