"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","Reflectance L*","Reflectance a*","Reflectance b*","Tristimulus X","Tristimulus Y","Tristimulus Z","Normalized spectral data link","Unnormalized spectral data link","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","1","H","1","A","5.0","0.050","0.050","46.72","4.99","10.04","15.84","15.81","12.67","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","6.0","0.060","0.060","45.99","5","10.21","15.3","15.26","12.12","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","7.0","0.070","0.070","46.61","5.15","10.86","15.78","15.72","12.28","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","8.0","0.080","0.080","46.09","4.74","9.78","15.33","15.33","12.35","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","9.0","0.090","0.090","45.18","4.66","9.82","14.66","14.67","11.75","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","10.0","0.100","0.100","44.95","4.56","9.54","14.49","14.51","11.71","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","11.0","0.110","0.110","46.84","5.46","12.04","16.01","15.9","11.99","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","12.0","0.120","0.120","47.2","5.38","11.44","16.26","16.17","12.45","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","13.0","0.130","0.130","46.72","4.63","9.71","15.77","15.8","12.8","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","14.0","0.140","0.140","47","5.47","12.28","16.12","16.02","12","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","15.0","0.150","0.150","47.35","5.56","11.76","16.41","16.29","12.43","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","16.0","0.160","0.160","47.39","5.12","11.07","16.36","16.32","12.72","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","17.0","0.170","0.170","46.18","5.22","11.08","15.47","15.4","11.92","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","18.0","0.180","0.180","45.89","5.47","12.14","15.31","15.19","11.35","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","19.0","0.190","0.190","46.6","5.18","11.61","15.78","15.72","11.99","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","20.0","0.200","0.200","46.09","5.8","12.85","15.51","15.33","11.22","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","21.0","0.210","0.210","46.4","5.78","12.78","15.73","15.56","11.43","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","22.0","0.220","0.220","46.42","5.36","11.77","15.68","15.58","11.82","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","23.0","0.230","0.230","45.82","5.64","12.34","15.28","15.13","11.23","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","24.0","0.240","0.240","45.28","6.05","13.1","14.97","14.74","10.64","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","25.0","0.250","0.250","46.04","6.04","12.89","15.51","15.3","11.17","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","26.0","0.260","0.260","45.65","6.09","12.91","15.24","15.01","10.93","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","27.0","0.270","0.270","44.3","6.3","13.35","14.32","14.05","9.99","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","28.0","0.280","0.280","45.12","6.45","13.56","14.91","14.63","10.39","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","29.0","0.290","0.290","43.75","5.7","12.18","13.84","13.66","10.06","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","30.0","0.300","0.300","42.53","5.77","12.35","13.04","12.85","9.33","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","31.0","0.310","0.310","41","5.15","10.64","11.97","11.86","9.03","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","32.0","0.320","0.320","43.16","5.65","11.96","13.44","13.27","9.8","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","33.0","0.330","0.330","42.78","5.66","12.02","13.19","13.01","9.57","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","34.0","0.340","0.340","43.68","5.37","11.46","13.74","13.62","10.26","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","35.0","0.350","0.350","43.13","5.24","10.91","13.35","13.25","10.13","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","36.0","0.360","0.360","44.89","5.86","12.66","14.65","14.46","10.56","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","37.0","0.370","0.370","43.05","5.47","11.54","13.33","13.19","9.87","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","38.0","0.380","0.380","40.23","5.01","10.26","11.48","11.39","8.74","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","39.0","0.390","0.390","38.31","4.42","9.04","10.3","10.27","8.13","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","40.0","0.400","0.400","38.69","4.65","10.39","10.54","10.48","7.93","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","41.0","0.410","0.410","43.29","5.46","11.06","13.49","13.35","10.17","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","42.0","0.420","0.420","44.11","5.08","10.2","13.99","13.92","10.95","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","43.0","0.430","0.430","44.35","4.85","8.99","14.12","14.08","11.53","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","44.0","0.440","0.440","46.59","4.87","9.15","15.71","15.71","12.93","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","45.0","0.450","0.450","47","4.54","7.76","15.97","16.02","13.77","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","46.0","0.460","0.460","44.7","5.12","10.29","14.4","14.33","11.28","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","47.0","0.470","0.470","45.32","5.34","10.91","14.87","14.77","11.44","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","48.0","0.480","0.480","46.79","5.89","12.33","16.04","15.86","11.85","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","49.0","0.490","0.490","46.31","5.76","11.94","15.67","15.5","11.69","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","50.0","0.500","0.500","46.02","5.45","11.1","15.4","15.29","11.82","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","51.0","0.510","0.510","46.32","5.73","12.13","15.67","15.51","11.62","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","52.0","0.520","0.520","45.4","5.59","12.17","14.98","14.83","11.04","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","53.0","0.530","0.530","43.33","5.03","11.26","13.45","13.38","10.13","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","54.0","0.540","0.540","44.53","5.16","11.19","14.29","14.21","10.86","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","55.0","0.550","0.550","46.33","3.66","9.51","15.32","15.52","12.62","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","56.0","0.560","0.560","44.33","3.32","9.35","13.86","14.07","11.39","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","57.0","0.570","0.570","44.3","2.97","8.06","13.79","14.05","11.84","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","58.0","0.580","0.580","44.51","2.96","8.51","13.92","14.19","11.8","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","59.0","0.590","0.590","44.36","3.07","6.69","13.84","14.09","12.4","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","60.0","0.600","0.600","40.98","2.27","6.59","11.56","11.85","10.33","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","61.0","0.610","0.610","41.62","2.15","7.01","11.93","12.26","10.57","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","62.0","0.620","0.620","41.47","2.01","5.46","11.81","12.16","11.01","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","63.0","0.630","0.630","39.7","2.2","5.97","10.79","11.07","9.81","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","64.0","0.640","0.640","42.4","2.6","6.91","12.48","12.76","11.07","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","65.0","0.650","0.650","40.02","1.21","4.93","10.84","11.26","10.33","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","66.0","0.660","0.660","41.11","1.94","5.29","11.59","11.93","10.86","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","67.0","0.670","0.670","40.85","2.12","4.71","11.45","11.77","10.91","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","68.0","0.680","0.680","41.53","2.09","5.47","11.86","12.2","11.05","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","69.0","0.690","0.690","42.26","2.06","5.27","12.31","12.67","11.57","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","70.0","0.700","0.700","40.51","1.81","4.52","11.21","11.56","10.77","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","71.0","0.710","0.710","41.52","2","4.94","11.84","12.19","11.23","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","72.0","0.720","0.720","42.6","2.09","4.43","12.53","12.89","12.1","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","73.0","0.730","0.730","41.99","2.02","4.98","12.14","12.49","11.51","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","74.0","0.740","0.740","42.38","1.96","4.87","12.37","12.75","11.8","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","75.0","0.750","0.750","40.23","1.76","4.3","11.04","11.39","10.67","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","76.0","0.760","0.760","42.22","2.04","4.84","12.28","12.64","11.7","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","77.0","0.770","0.770","42.46","2.07","5.05","12.44","12.8","11.78","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","78.0","0.780","0.780","42.03","1.99","5.27","12.16","12.52","11.43","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","79.0","0.790","0.790","42.5","2.17","5.52","12.48","12.82","11.63","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","80.0","0.800","0.800","40.98","2.03","4.07","11.52","11.85","11.21","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","81.0","0.810","0.810","42.28","2.04","5.52","12.32","12.68","11.5","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","82.0","0.820","0.820","41.26","1.89","5.07","11.67","12.03","11.02","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","83.0","0.830","0.830","42.29","1.87","5.51","12.3","12.69","11.5","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","84.0","0.840","0.840","42.7","2.1","4.94","12.6","12.96","11.97","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","85.0","0.850","0.850","40.58","2.15","4.68","11.3","11.61","10.75","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","86.0","0.860","0.860","42.57","2","5.08","12.5","12.87","11.84","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","87.0","0.870","0.870","42.59","2.07","4.92","12.53","12.89","11.91","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","88.0","0.880","0.880","42.93","2.05","4.85","12.74","13.11","12.16","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","89.0","0.890","0.890","41.48","1.92","4.09","11.81","12.17","11.51","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","90.0","0.900","0.900","42.13","1.87","4.83","12.2","12.58","11.65","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","91.0","0.910","0.910","43.74","1.9","4.78","13.24","13.66","12.72","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","92.0","0.920","0.920","44.8","2.05","5.13","13.98","14.4","13.3","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","93.0","0.930","0.930","44.5","2.07","5.04","13.77","14.19","13.13","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","94.0","0.940","0.940","43.96","2.09","5.12","13.42","13.81","12.73","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","95.0","0.950","0.950","43.8","2.12","4.5","13.32","13.7","12.87","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","96.0","0.960","0.960","45.37","2.43","5.73","14.43","14.81","13.45","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","97.0","0.970","0.970","44.89","2.29","5.23","14.08","14.47","13.32","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","98.0","0.980","0.980","44.9","2.26","5.52","14.08","14.47","13.21","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","99.0","0.990","0.990","46.07","2.2","4.96","14.89","15.32","14.27","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","100.0","1.000","1.000","45.16","2.19","5.94","14.25","14.66","13.22","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","101.0","1.010","1.010","45.47","2.32","5.43","14.49","14.88","13.65","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","102.0","1.020","1.020","45.44","2.19","5.2","14.44","14.86","13.72","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","103.0","1.030","1.030","44.56","2.02","4.81","13.81","14.23","13.26","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","104.0","1.040","1.040","46.24","2.21","5.57","15.01","15.44","14.13","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","105.0","1.050","1.050","45.89","2.18","5.62","14.76","15.19","13.87","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","106.0","1.060","1.060","45.89","2.18","5.45","14.76","15.19","13.94","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","107.0","1.070","1.070","44.01","2.04","5.38","13.44","13.84","12.66","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","108.0","1.080","1.080","43.44","2.03","5.05","13.07","13.46","12.42","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","109.0","1.090","1.090","45.69","2.25","5.1","14.63","15.04","13.94","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","110.0","1.100","1.100","47.38","2.25","4.94","15.85","16.31","15.25","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","111.0","1.110","1.110","46.77","2.22","5.51","15.4","15.85","14.55","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","112.0","1.120","1.120","46.28","2.12","4.83","15.03","15.48","14.48","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","113.0","1.130","1.130","46.29","2.11","5.02","15.03","15.48","14.4","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","114.0","1.140","1.140","46.44","2.13","5.19","15.15","15.6","14.44","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","115.0","1.150","1.150","45.74","2.21","4.39","14.66","15.08","14.27","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","116.0","1.160","1.160","45.64","2.25","4.69","14.6","15.01","14.08","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","117.0","1.170","1.170","46.43","2.17","5.17","15.14","15.59","14.44","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","118.0","1.180","1.180","46.28","2.04","5.35","15.02","15.48","14.26","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","119.0","1.190","1.190","46.51","2.01","5.29","15.18","15.65","14.45","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","120.0","1.200","1.200","45.7","1.85","5.02","14.57","15.05","13.97","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","121.0","1.210","1.210","44.84","1.76","5.11","13.96","14.43","13.34","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","122.0","1.220","1.220","45.05","1.97","4.93","14.14","14.58","13.56","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","123.0","1.230","1.230","45.39","2.05","4.81","14.38","14.82","13.84","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","124.0","1.240","1.240","44.04","1.86","4.63","13.43","13.86","12.98","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","125.0","1.250","1.250","43.09","1.63","5","12.78","13.22","12.21","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","126.0","1.260","1.260","46.01","2.1","4.64","14.83","15.27","14.36","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","127.0","1.270","1.270","44.9","1.99","4.33","14.04","14.47","13.7","","","2016-02-16 19:43:50","USB4000-VIS-RF52054","SHMSL","SHLF7638011","95486571","Auto-Log Split Section"
